imageFilePath,rMean,gMean,bMean,rStdDev,gStdDev,bStdDev,night/day
data/Wilshire Grand Center/14232.jpg,136.7146638,153.6741729,168.2721058,62.36908644,58.07253443,68.81175998,day
data/Wilshire Grand Center/8975.jpg,116.4514669,129.8073908,139.4318937,63.34477595,68.5695445,77.91767644,day
data/Wilshire Grand Center/11427.jpg,125.678282,151.2107578,173.7481181,64.42815892,77.74794751,86.75400641,day
data/Four Seasons Place - Kuala Lumpur/1424.jpg,111.3595761,109.2382036,110.4478461,74.19376024,68.5016891,66.81860282,day
data/Wilshire Grand Center/16731.jpg,87.9639444,103.441788,120.0958575,66.2838648,69.88473183,77.90042851,day
data/Four Seasons Place - Kuala Lumpur/2463.jpg,48.84061305,40.85254669,42.98875936,39.03476773,28.642686,30.12728689,night
data/Wilshire Grand Center/14562.jpg,95.08096247,97.70003902,102.6919198,68.78328547,71.34276155,74.46782369,day
data/Wilshire Grand Center/11357.jpg,112.0839808,126.850983,142.8207978,55.70930764,61.66413324,75.82239475,day
data/Wilshire Grand Center/14296.jpg,120.1033495,118.2265455,104.6691996,65.71581625,63.51933245,65.52760475,day
data/Four Seasons Place - Kuala Lumpur/1820.jpg,130.7049623,133.1437277,134.4606229,83.63985302,84.27512111,88.76215764,day
data/Wilshire Grand Center/13390.jpg,126.8831571,126.2089971,124.0833261,88.44934113,88.76015075,88.80950408,day
data/Four Seasons Place - Kuala Lumpur/608.jpg,93.98660439,132.0592491,147.0551051,54.45492955,60.52774109,75.79805433,day
data/Apple HQ/1112.jpg,72.96193685,88.6851454,107.5518793,43.53856837,46.92084106,55.90713741,day
data/Wilshire Grand Center/17095.jpg,110.0895238,126.8224281,146.9023426,83.9254784,88.99678821,91.71181074,day
data/Four Seasons Place - Kuala Lumpur/3258.jpg,110.3377037,116.5088565,116.9336027,79.86729329,83.42894923,89.9179635,day
data/Wilshire Grand Center/13056.jpg,136.0220291,130.0299961,119.5809146,60.30199317,58.8820667,60.67578269,day
data/Wilshire Grand Center/4262.jpg,111.6087917,120.3742872,127.600569,66.56934461,65.54073775,70.50390706,day
data/Four Seasons Place - Kuala Lumpur/261.jpg,56.19099446,53.01060636,84.81436877,39.14013688,39.70759007,43.45397245,night
data/Wilshire Grand Center/14755.jpg,60.33904734,90.51546057,120.4975193,76.01655831,55.52806811,56.65579398,day
data/Four Seasons Place - Kuala Lumpur/2976.jpg,110.3377037,116.5088565,116.9336027,79.86729329,83.42894923,89.9179635,day
data/Wilshire Grand Center/5025.jpg,78.25833511,84.45447172,86.76724348,59.36386715,56.83981337,52.49171955,day
data/Wilshire Grand Center/11572.jpg,102.0228491,110.1248096,129.4200464,73.7772799,74.852133,81.37849847,day
data/Wilshire Grand Center/11380.jpg,99.22041321,101.8406355,103.0553453,86.06625537,85.95305917,86.7197581,day
data/Wilshire Grand Center/12636.jpg,86.05441454,87.44999695,81.08023749,70.57659986,69.08969247,70.35571811,day
data/Four Seasons Place - Kuala Lumpur/217.jpg,128.4391556,129.2906151,125.0392253,70.229666,70.52907334,72.27521308,day
data/Wilshire Grand Center/8800.jpg,116.3628743,114.9452197,114.1134961,65.92165156,69.22909349,67.60161087,day
data/Wilshire Grand Center/14906.jpg,66.95694242,54.51598675,80.08602486,65.45678317,43.49143332,39.88936609,night
data/Four Seasons Place - Kuala Lumpur/2225.jpg,92.23772558,96.32492447,93.41119385,76.52460811,74.33265927,75.2649389,day
data/Four Seasons Place - Kuala Lumpur/672.jpg,111.3595761,109.2382036,110.4478461,74.19376024,68.5016891,66.81860282,day
data/Wilshire Grand Center/10190.jpg,84.389125,78.90615278,72.36318056,75.97710376,71.39274341,65.34127926,day
data/Four Seasons Place - Kuala Lumpur/3032.jpg,102.4241104,97.53573533,90.37866885,58.78208114,53.91849569,51.55097495,day
data/Four Seasons Place - Kuala Lumpur/3175.jpg,56.19099446,53.01060636,84.81436877,39.14013688,39.70759007,43.45397245,night
data/Wilshire Grand Center/3684.jpg,156.4395318,160.5326581,164.7861934,88.53529673,89.16895587,91.78214417,day
data/Wilshire Grand Center/12283.jpg,132.8526144,134.4446034,123.7057827,45.33095072,42.13790971,41.88838786,day
data/Four Seasons Place - Kuala Lumpur/1711.jpg,48.84061305,40.85254669,42.98875936,39.03476773,28.642686,30.12728689,night
data/Four Seasons Place - Kuala Lumpur/1272.jpg,127.5832709,125.4467282,118.6445851,80.28307656,78.34093571,81.97328178,day
data/Wilshire Grand Center/5536.jpg,105.6136111,104.2848139,106.6217167,78.59980607,75.39942621,65.23638007,day
data/Wilshire Grand Center/15427.jpg,76.04703478,73.04274816,79.5814279,54.09561136,50.592759,49.88604673,day
data/Wilshire Grand Center/9523.jpg,112.1363479,103.8276682,91.75250298,63.88869017,65.41379403,68.86855511,day
data/Four Seasons Place - Kuala Lumpur/2196.jpg,130.7049623,133.1437277,134.4606229,83.63985302,84.27512111,88.76215764,day
data/Salesforce Tower/248.jpg,131.1041463,130.8755035,132.2322795,75.16419383,74.32888682,73.06042753,day
data/Four Seasons Place - Kuala Lumpur/2776.jpg,127.5832709,125.4467282,118.6445851,80.28307656,78.34093571,81.97328178,day
data/Four Seasons Place - Kuala Lumpur/1019.jpg,66.84457786,60.6567247,73.06753723,41.23256446,34.96173495,45.89307188,day
data/Four Seasons Place - Kuala Lumpur/3393.jpg,110.0481297,110.1322331,110.8612079,74.7809893,77.04723453,80.57501438,day
data/Wilshire Grand Center/7579.jpg,100.342486,103.7122168,103.0419101,61.92645161,58.96232127,59.69873578,day
data/Wilshire Grand Center/12654.jpg,101.6390379,97.84309372,119.9108068,60.91970762,58.58948932,77.76499862,night
data/Wilshire Grand Center/6244.jpg,134.9167792,130.1723875,123.3989083,47.21274982,44.77873764,44.15982598,day
data/Wilshire Grand Center/15481.jpg,118.9131134,124.5775791,134.6925656,60.55625169,58.4547194,55.703248,day
data/Apple HQ/1113.jpg,132.4034299,143.9091146,158.1873242,57.92308655,60.61172671,67.46348256,day
data/Wilshire Grand Center/13143.jpg,124.7851952,122.0467716,117.3119253,66.36139516,65.16020828,65.67814015,day
data/Wilshire Grand Center/13639.jpg,176.8065012,187.7650283,205.1792327,70.63899037,73.86955064,66.19424784,day
data/Wilshire Grand Center/12026.jpg,139.1491106,134.1085866,129.0738441,65.34493533,66.51558346,67.03367693,day
data/Wilshire Grand Center/10159.jpg,133.6915058,122.8750045,121.155873,60.98524408,64.68318023,77.94417773,day
data/Wilshire Grand Center/9010.jpg,67.99427217,63.53018336,58.62454532,57.93444865,54.93744783,52.62330489,night
data/Four Seasons Place - Kuala Lumpur/1284.jpg,110.3377037,116.5088565,116.9336027,79.86729329,83.42894923,89.9179635,day
data/Wilshire Grand Center/11208.jpg,89.58346729,115.6711393,139.8451062,70.05091328,63.58084925,74.86906594,day
data/Four Seasons Place - Kuala Lumpur/39.jpg,100.4301453,78.69395752,58.25690765,67.23508498,52.40087962,36.1583444,night
data/Four Seasons Place - Kuala Lumpur/3081.jpg,56.19099446,53.01060636,84.81436877,39.14013688,39.70759007,43.45397245,night
data/Wilshire Grand Center/12515.jpg,115.3845938,136.3875908,161.3467993,56.5831686,60.82012928,76.6023876,day
data/Wilshire Grand Center/16756.jpg,87.58562032,103.0901732,119.7449017,67.19792981,71.10773309,79.05701935,day
data/Wilshire Grand Center/8410.jpg,79.58451779,86.00666433,92.22539092,75.12650745,72.56424417,69.56527431,day
data/Wilshire Grand Center/10130.jpg,123.9502311,119.6965207,119.1039932,62.57123829,61.06492107,63.76094341,day
data/Apple HQ/1083.jpg,106.1069939,109.3118581,119.6340096,54.54458801,57.0836244,64.3509379,day
data/Four Seasons Place - Kuala Lumpur/1716.jpg,102.4241104,97.53573533,90.37866885,58.78208114,53.91849569,51.55097495,day
data/Wilshire Grand Center/2030.jpg,126.3767833,124.4528563,114.9700604,57.04142512,57.41104052,60.01240453,day
data/Four Seasons Place - Kuala Lumpur/2013.jpg,100.4301453,78.69395752,58.25690765,67.23508498,52.40087962,36.1583444,night
data/Wilshire Grand Center/4414.jpg,118.6130346,126.2193163,129.9173815,65.28461968,71.63819317,76.0140221,day
data/Wilshire Grand Center/16816.jpg,72.79931927,91.73125686,102.262404,62.77937021,61.94920555,63.13736139,day
data/Wilshire Grand Center/2938.jpg,123.6476204,111.737259,118.4715113,79.15163803,78.72161121,74.3811553,day
data/Salesforce Tower/9302.jpg,71.38142268,83.76017507,119.451458,54.23215842,65.25717649,89.66957998,day
data/Four Seasons Place - Kuala Lumpur/79.jpg,66.84457786,60.6567247,73.06753723,41.23256446,34.96173495,45.89307188,night
data/Wilshire Grand Center/6432.jpg,126.8637103,125.40662,120.3704222,63.04803069,61.33351787,59.57886449,day
data/Wilshire Grand Center/11588.jpg,108.6169535,110.0945943,112.3540972,80.64575643,81.05692768,81.1268097,day
data/Salesforce Tower/5345.jpg,114.2574646,108.3686196,105.2518644,70.38810007,69.67065258,69.30630116,day
data/Wilshire Grand Center/17227.jpg,146.9517558,157.0807462,165.8219753,63.86546826,63.07182802,70.85428384,day
data/Wilshire Grand Center/12787.jpg,96.70760651,102.8250926,106.1089402,81.4063261,85.73177924,87.8509309,day
data/Wilshire Grand Center/16570.jpg,115.2135555,135.487722,147.8424133,60.6100585,58.06171399,66.51798325,day
data/Wilshire Grand Center/12409.jpg,98.37919221,93.79947726,89.21686694,66.24987524,67.00929163,66.52707139,day
data/Four Seasons Place - Kuala Lumpur/1677.jpg,66.84457786,60.6567247,73.06753723,41.23256446,34.96173495,45.89307188,night
data/Wilshire Grand Center/12086.jpg,123.468791,128.2781105,137.0241966,53.79585977,55.98379091,68.1819037,day
data/Four Seasons Place - Kuala Lumpur/3205.jpg,110.0481297,110.1322331,110.8612079,74.7809893,77.04723453,80.57501438,day
data/Wilshire Grand Center/12753.jpg,76.02268126,107.6322248,119.2862866,60.17778942,77.34931449,83.37543728,day
data/Four Seasons Place - Kuala Lumpur/2666.jpg,130.7049623,133.1437277,134.4606229,83.63985302,84.27512111,88.76215764,day
data/Wilshire Grand Center/9506.jpg,114.1406835,114.0398776,112.1161041,66.37889523,60.10457985,67.34473385,day
data/Salesforce Tower/9122.jpg,67.78967031,78.6169103,99.69827143,58.26300278,67.87023498,85.09636223,day
data/Wilshire Grand Center/13391.jpg,151.4475941,152.8789177,155.372935,90.79308947,90.08267503,89.62118049,day
data/Wilshire Grand Center/7935.jpg,107.5268208,109.3313229,112.6465458,54.02870388,49.1253733,46.7607979,day
data/Wilshire Grand Center/16028.jpg,91.11204523,114.9059997,136.3508374,44.26981472,39.50868437,44.17009347,day
data/Four Seasons Place - Kuala Lumpur/2704.jpg,66.84457786,60.6567247,73.06753723,41.23256446,34.96173495,45.89307188,night
data/Salesforce Tower/9248.jpg,118.7124626,107.554243,97.47248245,65.32997198,65.36012904,66.31367224,day
data/Salesforce Tower/9736.jpg,92.6876222,87.16665385,80.26716919,78.03346478,78.83259962,76.5174853,day
data/Wilshire Grand Center/14649.jpg,101.9159542,117.8484042,137.9214688,58.90040644,65.14443041,78.12447501,day
data/Four Seasons Place - Kuala Lumpur/2394.jpg,93.98660439,132.0592491,147.0551051,54.45492955,60.52774109,75.79805433,day
data/Wilshire Grand Center/14141.jpg,85.58496941,85.42713759,86.03349474,68.15253053,70.0880848,73.77194231,day
data/Wilshire Grand Center/15999.jpg,120.3646237,77.69175712,67.49136432,90.39871475,51.96514271,34.36571228,night
data/Wilshire Grand Center/17241.jpg,52.81824461,44.21868902,33.05019817,42.51007047,34.36034129,27.9013318,night
data/Salesforce Tower/6016.jpg,110.3119269,109.7964185,115.7971343,54.39454096,59.07805479,61.96894041,day
data/Salesforce Tower/7786.jpg,116.541748,109.8552246,106.7761646,44.02494227,42.92468646,39.55160367,day
data/Wilshire Grand Center/12272.jpg,78.92363125,101.9883435,111.565942,63.78425818,69.13256298,77.95276144,day
data/Wilshire Grand Center/13800.jpg,66.78912088,72.95709478,93.65205907,40.73632221,37.82774399,49.08863979,night
data/Wilshire Grand Center/5967.jpg,122.4987044,115.3706022,105.1871908,56.73633404,52.14800933,48.80017612,day
data/Four Seasons Place - Kuala Lumpur/3528.jpg,127.5832709,125.4467282,118.6445851,80.28307656,78.34093571,81.97328178,day
data/Wilshire Grand Center/734.jpg,120.7684229,139.3272021,155.9099458,47.66416704,47.20522282,61.2891054,day
data/Apple HQ/905.jpg,125.5302181,124.337423,123.4504742,30.74122127,32.98780135,35.48784312,day
data/Four Seasons Place - Kuala Lumpur/776.jpg,102.4241104,97.53573533,90.37866885,58.78208114,53.91849569,51.55097495,night
data/Wilshire Grand Center/12319.jpg,124.4847984,123.7802391,122.9301465,66.66291678,65.24419558,66.18315012,day
data/Wilshire Grand Center/13458.jpg,111.8253324,130.0618434,156.8615947,59.95018814,64.07113731,77.76789691,day
data/Four Seasons Place - Kuala Lumpur/2483.jpg,100.4301453,78.69395752,58.25690765,67.23508498,52.40087962,36.1583444,night
data/Salesforce Tower/9429.jpg,122.9582494,109.0336892,102.4646065,65.30852922,64.95801976,66.40774461,day
data/Wilshire Grand Center/17062.jpg,111.0580406,109.9329609,92.94695781,74.66769324,71.93850387,69.45172213,day
